brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct,sold per day,Total Revenue,Total Visitors 
YSL Beauty,Middle East,Doha,Airport Duty-Free,Standalone Pop-Up,6/22/24,7/8/24,16,LE-P9GEJH9H,YSL Beauty Velvet Fragrance,187.15,1202,533,88.83,33.3125,99750.95,19232
Dior,Asia-Pacific,Singapore,High-Street,Mall Kiosk,5/9/24,6/9/24,31,LE-S0PLZ17W,Dior Noir Blush,50.2,2292,424,56.99,13.67741935,21284.8,71052
Charlotte Tilbury,North America,Toronto,Luxury Mall,Mobile Pop-Up Truck,4/18/24,5/24/24,36,LE-CUNTCR54,Charlotte Tilbury Glow Foundation,88.17,1003,1117,73.44,31.02777778,98485.89,36108
Sisley-Paris,North America,New York,Department Store Atrium,Mobile Pop-Up Truck,10/23/24,11/6/24,14,LE-RL21U8HO,Sisley-Paris Mirage Blush,66.23,1813,2411,89.83,172.2142857,159680.53,25382
Valentino Beauty,Middle East,Unknown,Airport Duty-Free,Flash Event,12/22/24,12/30/24,8,LE-TCC6C2CL,Valentino Beauty Opulence Mascara,67.47,1078,1734,93.48,216.75,116992.98,8624
Fenty Beauty,Latin America,Bogotá,High-Street,Mall Kiosk,7/18/24,8/23/24,36,LE-7M8WY4DM,Fenty Beauty Noir Setting Powder,56.1,1257,551,60.55,15.30555556,30911.1,45252
Hourglass,North America,Chicago,Art/Design District,Flash Event,5/28/24,5/31/24,3,LE-BK3GPG8M,Hourglass Pearl Highlighter,61.43,810,2191,67.04,730.3333333,134593.13,2430
YSL Beauty,North America,Chicago,Department Store Atrium,Standalone Pop-Up,4/17/24,5/20/24,33,LE-71ERAFKC,YSL Beauty Velvet Mascara,47.71,1207,1590,52.6,48.18181818,75858.9,39831
Bobbi Brown,North America,Chicago,High-Street,Mall Kiosk,9/22/24,11/9/24,48,LE-3XKCWD3N,Bobbi Brown Satin Fragrance,261.69,2065,2348,87.94,48.91666667,614448.12,99120
Guerlain,North America,Los Angeles,Art/Design District,Shop-in-Shop,11/4/24,12/16/24,42,LE-LYLL7X99,Guerlain Mirage Serum,108.88,631,3947,81.52,93.97619048,429749.36,26502
Shiseido,Middle East,Riyadh,Luxury Mall,Shop-in-Shop,7/11/24,9/4/24,55,LE-LMZFPPKD,Shiseido Noir Eyeshadow Palette,125.68,1524,677,78.81,12.30909091,85085.36,83820
MAC Cosmetics,Asia-Pacific,Shanghai,High-Street,Flash Event,6/4/25,6/12/25,8,LE-YHACS62H,MAC Cosmetics Rouge Highlighter,43.94,2469,2321,79.03,290.125,101984.74,19752
Fenty Beauty,Asia-Pacific,Seoul,High-Street,Flash Event,1/18/25,3/26/25,67,LE-37TXV2LS,Fenty Beauty Noir Fragrance,276.97,1883,1245,96.36,18.58208955,344827.65,126161
Tom Ford Beauty,Middle East,Dubai,Airport Duty-Free,Mall Kiosk,8/22/24,10/29/24,68,LE-CPNIS95A,Tom Ford Beauty Noir Foundation,114.45,2102,3243,75.68,47.69117647,371161.35,142936
MAC Cosmetics,Europe,London,Luxury Mall,Mobile Pop-Up Truck,11/14/24,1/31/25,78,LE-PSAKD4M0,MAC Cosmetics Velvet Foundation,117.49,923,1294,61.74,16.58974359,152032.06,71994
YSL Beauty,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,3/31/25,5/9/25,39,LE-SNFZ5Y78,YSL Beauty Opulence Lipstick,64.81,1083,816,57.42,20.92307692,52884.96,42237
Hourglass,Middle East,Dubai,Art/Design District,Mobile Pop-Up Truck,8/18/24,11/16/24,90,LE-6RMSACQV,Hourglass Velvet Fragrance,213.95,816,1463,61.19,16.25555556,313008.85,73440
Chanel,Middle East,Abu Dhabi,Department Store Atrium,Mall Kiosk,5/31/24,7/21/24,51,LE-4GJLH94I,Chanel Satin Blush,45.39,837,1717,56.85,33.66666667,77934.63,42687
Valentino Beauty,Europe,Paris,High-Street,Flash Event,4/8/24,5/11/24,33,LE-7VTHMGYD,Valentino Beauty Rouge Eyeshadow Palette,77.24,1718,365,58.87,11.06060606,28192.6,56694
Huda Beauty,Europe,Paris,Airport Duty-Free,Flash Event,3/15/24,5/31/24,77,LE-7MHXV9GG,Huda Beauty Éclat Fragrance,283.23,1794,1208,54.51,15.68831169,342141.84,138138
Hermès Beauty,Latin America,Mexico City,Airport Duty-Free,Mall Kiosk,2/10/25,4/16/25,65,LE-M0DJBYH6,Hermès Beauty Opulence Setting Powder,76.78,940,278,49.55,4.276923077,21344.84,61100
Hourglass,Middle East,Abu Dhabi,Department Store Atrium,Mobile Pop-Up Truck,2/26/24,4/13/24,47,LE-IA3VKZK8,Hourglass Rouge Highlighter,45.38,1452,1009,81.37,21.46808511,45788.42,68244
Hermès Beauty,North America,New York,Art/Design District,Mall Kiosk,5/20/25,6/4/25,15,LE-7UETA62L,Hermès Beauty Satin Mascara,49.86,778,1242,81.07,82.8,61926.12,11670
Hermès Beauty,Latin America,Unknown,Department Store Atrium,Standalone Pop-Up,1/25/25,3/26/25,60,LE-04V5FC2N,Hermès Beauty Lumière Highlighter,76.02,1450,711,76.7,11.85,54050.22,87000
Sisley-Paris,Asia-Pacific,Tokyo,Art/Design District,Mall Kiosk,7/6/24,9/27/24,83,LE-J04R964H,Sisley-Paris Mirage Serum,181.38,722,659,56.96,7.939759036,119529.42,59926
Hermès Beauty,Asia-Pacific,Seoul,Airport Duty-Free,Shop-in-Shop,5/2/25,6/17/25,46,LE-J7JVJZRB,Hermès Beauty Lumière Setting Powder,55.59,2463,1291,66.68,28.06521739,71766.69,113298
NARS,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,3/9/25,5/4/25,56,LE-W7438MDF,NARS Opulence Primer,37.47,2173,2328,62.56,41.57142857,87230.16,121688
NARS,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,12/6/24,1/27/25,52,LE-8TYBSGHE,NARS Mirage Serum,157.09,1818,799,100,15.36538462,125514.91,94536
Givenchy Beauty,Asia-Pacific,Hong Kong,Art/Design District,Flash Event,10/14/24,12/6/24,53,LE-J8CYCHML,Givenchy Beauty Velvet Blush,63.75,1316,3896,89.67,73.50943396,248370,69748
Sisley-Paris,Middle East,Riyadh,Department Store Atrium,Shop-in-Shop,11/15/24,12/8/24,23,LE-LW841D07,Sisley-Paris Noir Lipstick,32.46,1028,1403,49.47,61,45541.38,23644
Guerlain,Latin America,Mexico City,Airport Duty-Free,Mobile Pop-Up Truck,3/28/25,5/21/25,54,LE-RG8XULPF,Guerlain Satin Eyeshadow Palette,149.79,1397,879,51.43,16.27777778,131665.41,75438
Guerlain,Latin America,São Paulo,Art/Design District,Standalone Pop-Up,5/6/25,5/10/25,4,LE-KURC9BK7,Guerlain Velvet Highlighter,67.84,661,1996,77.76,499,135408.64,2644
YSL Beauty,Middle East,Doha,High-Street,Flash Event,9/8/24,11/10/24,63,LE-HWZLI7CJ,YSL Beauty Opulence Lipstick,38.76,1508,3486,77.24,55.33333333,135117.36,95004
Hourglass,Middle East,Dubai,Art/Design District,Mall Kiosk,5/22/25,8/7/25,77,LE-B4DYT7NT,Hourglass Opulence Highlighter,63.15,563,1756,99.6,22.80519481,110891.4,43351
Bobbi Brown,Middle East,Abu Dhabi,High-Street,Shop-in-Shop,8/26/24,9/5/24,10,LE-IN6RUS9B,Bobbi Brown Velvet Setting Powder,60.18,2099,2636,86.8,263.6,158634.48,20990
Guerlain,Middle East,Riyadh,Department Store Atrium,Mall Kiosk,4/6/24,5/29/24,53,LE-XTOHW2PT,Guerlain Mirage Eyeshadow Palette,138.89,709,1694,67.28,31.96226415,235279.66,37577
YSL Beauty,Asia-Pacific,Seoul,High-Street,Mobile Pop-Up Truck,5/11/25,6/18/25,38,LE-0WUIT79J,YSL Beauty Éclat Lipstick,44.44,1855,1807,42.93,47.55263158,80303.08,70490
Rare Beauty,Middle East,Doha,Airport Duty-Free,Mobile Pop-Up Truck,1/29/25,3/4/25,34,LE-U7HP8Y9Y,Rare Beauty Pearl Lipstick,71.3,2225,1238,49.76,36.41176471,88269.4,75650
Clé de Peau Beauté,Middle East,Dubai,High-Street,Mobile Pop-Up Truck,9/13/24,10/14/24,31,LE-YN6DSB1W,Clé de Peau Beauté Velvet Lipstick,46.48,1709,598,89.79,19.29032258,27795.04,52979
Sisley-Paris,Asia-Pacific,Tokyo,Art/Design District,Flash Event,5/17/25,7/3/25,47,LE-0EKRTHXG,Sisley-Paris Lumière Serum,166.03,753,1038,72.23,22.08510638,172339.14,35391
Chanel,Asia-Pacific,Shanghai,Art/Design District,Mobile Pop-Up Truck,4/14/25,4/24/25,10,LE-LU9M5TU8,Chanel Opulence Primer,44.12,1070,2706,82.25,270.6,119388.72,10700
Hermès Beauty,Middle East,Jeddah,High-Street,Mall Kiosk,10/28/24,11/29/24,32,LE-DV45IC7M,Hermès Beauty Lumière Fragrance,126.87,1793,2910,85.71,90.9375,369191.7,57376
Sisley-Paris,Latin America,Bogotá,Department Store Atrium,Mobile Pop-Up Truck,12/28/24,3/12/25,74,LE-YXI47ACD,Sisley-Paris Mirage Blush,58.3,574,1035,69.84,13.98648649,60340.5,42476
Valentino Beauty,Middle East,Doha,High-Street,Flash Event,7/24/24,10/6/24,74,LE-118310R4,Valentino Beauty Mirage Primer,52.63,2229,1767,60.37,23.87837838,92997.21,164946
Huda Beauty,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,6/30/25,8/11/25,42,LE-7XUD8KCQ,Huda Beauty Velvet Setting Powder,67.91,954,958,72.08,22.80952381,65057.78,40068
Valentino Beauty,North America,Chicago,Art/Design District,Mall Kiosk,11/28/24,1/28/25,61,LE-T2QKVZ4L,Valentino Beauty Rouge Primer,57.24,1269,1752,55.03,28.72131148,100284.48,77409
Guerlain,Europe,Berlin,Luxury Mall,Shop-in-Shop,3/5/25,4/1/25,27,LE-2490V9AN,Guerlain Éclat Fragrance,139.41,670,3001,77.45,111.1481481,418369.41,18090
Rare Beauty,Europe,London,High-Street,Flash Event,3/14/24,4/3/24,20,LE-GJKX40MP,Rare Beauty Glow Primer,51.29,1634,1604,75.02,80.2,82269.16,32680
Hourglass,Latin America,São Paulo,Department Store Atrium,Mobile Pop-Up Truck,7/27/24,9/13/24,48,LE-QSVRDZJ1,Hourglass Opulence Serum,243.61,1519,1863,91.23,38.8125,453845.43,72912
Hermès Beauty,Asia-Pacific,Singapore,High-Street,Mobile Pop-Up Truck,3/21/25,5/30/25,70,LE-9650TQWT,Hermès Beauty Opulence Serum,212.93,1092,2128,95.3,30.4,453115.04,76440
Valentino Beauty,Europe,London,High-Street,Mall Kiosk,10/24/24,1/19/25,87,LE-XVY9W5LJ,Valentino Beauty Opulence Mascara,47.04,2405,125,50.4,1.436781609,5880,209235
La Prairie,Asia-Pacific,Hong Kong,Airport Duty-Free,Mall Kiosk,4/17/24,5/12/24,25,LE-P008N4OQ,La Prairie Velvet Foundation,111.48,1626,2277,59.3,91.08,253839.96,40650
YSL Beauty,Europe,Paris,Luxury Mall,Standalone Pop-Up,12/16/24,12/25/24,9,LE-U9DPCY13,YSL Beauty Velvet Fragrance,300.45,766,217,56.96,24.11111111,65197.65,6894
Shiseido,Asia-Pacific,Unknown,Art/Design District,Standalone Pop-Up,8/2/24,8/20/24,18,LE-NLON7GCN,Shiseido Opulence Primer,43.09,1201,859,70.7,47.72222222,37014.31,21618
Estée Lauder,Latin America,Buenos Aires,Airport Duty-Free,Mall Kiosk,8/29/24,10/23/24,55,LE-F6YPG1EX,Estée Lauder Mirage Foundation,114.26,2208,3020,68.93,54.90909091,345065.2,121440
Rare Beauty,Latin America,Buenos Aires,Luxury Mall,Shop-in-Shop,7/28/24,8/12/24,15,LE-SAYNRSKQ,Rare Beauty Opulence Serum,141.73,953,1232,67.1,82.13333333,174611.36,14295
NARS,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,5/2/24,5/13/24,11,LE-TGRHSU19,NARS Mirage Setting Powder,46.1,1973,623,74.79,56.63636364,28720.3,21703
La Prairie,Asia-Pacific,Tokyo,High-Street,Mobile Pop-Up Truck,2/14/25,4/16/25,61,LE-HNIUC23F,La Prairie Noir Eyeshadow Palette,108.87,1935,502,78.68,8.229508197,54652.74,118035
Lancôme,Europe,Madrid,Department Store Atrium,Standalone Pop-Up,2/9/25,4/29/25,79,LE-Q7YV3CAU,Lancôme Pearl Primer,55.75,1825,2572,82.81,32.55696203,143389,144175
Lancôme,Asia-Pacific,Tokyo,High-Street,Mobile Pop-Up Truck,1/27/25,2/1/25,5,LE-YBXGGWUE,Lancôme Opulence Primer,82.72,864,1203,45.99,240.6,99512.16,4320
YSL Beauty,Asia-Pacific,Shanghai,High-Street,Flash Event,3/30/24,6/23/24,85,LE-PZLHZS51,YSL Beauty Velvet Foundation,98.61,994,543,70.34,6.388235294,53545.23,84490
MAC Cosmetics,Middle East,Abu Dhabi,Art/Design District,Standalone Pop-Up,10/29/24,11/22/24,24,LE-TOX3SB9V,MAC Cosmetics Opulence Eyeshadow Palette,91.9,1114,3109,70.18,129.5416667,285717.1,26736
NARS,Latin America,Lima,Art/Design District,Mall Kiosk,10/21/24,10/30/24,9,LE-8TDJYFBS,NARS Velvet Primer,61.98,491,3274,85.06,363.7777778,202922.52,4419
Charlotte Tilbury,Latin America,Buenos Aires,Luxury Mall,Flash Event,1/28/25,3/26/25,57,LE-CK2ZD548,Charlotte Tilbury Noir Primer,45.99,804,1713,71.23,30.05263158,78780.87,45828
Estée Lauder,Europe,Berlin,Airport Duty-Free,Flash Event,11/18/24,12/24/24,36,LE-UKX18TM6,Estée Lauder Mirage Serum,126.53,1236,3474,86.16,96.5,439565.22,44496
Fenty Beauty,Middle East,Dubai,Department Store Atrium,Flash Event,9/9/24,10/22/24,43,LE-KWCN11RG,Fenty Beauty Glow Fragrance,199.9,961,3006,93.27,69.90697674,600899.4,41323
Tom Ford Beauty,Middle East,Jeddah,Department Store Atrium,Shop-in-Shop,3/29/25,4/26/25,28,LE-91JO6ZBA,Tom Ford Beauty Pearl Highlighter,72.54,1127,403,69.01,14.39285714,29233.62,31556
Lancôme,Asia-Pacific,Seoul,Art/Design District,Standalone Pop-Up,2/21/25,4/9/25,47,LE-45C6MR7K,Lancôme Rouge Foundation,99.83,1017,2853,83.35,60.70212766,284814.99,47799
Lancôme,Middle East,Riyadh,Department Store Atrium,Flash Event,3/20/25,5/29/25,70,LE-WYICR7W9,Lancôme Lumière Serum,116.13,876,1756,96.43,25.08571429,203924.28,61320
Armani Beauty,North America,Chicago,Luxury Mall,Mobile Pop-Up Truck,10/11/24,11/18/24,38,LE-JYSN6RGZ,Armani Beauty Opulence Blush,57.89,1731,3091,73.77,81.34210526,178937.99,65778
Armani Beauty,Middle East,Abu Dhabi,Luxury Mall,Standalone Pop-Up,12/25/24,3/6/25,71,LE-4FDS3IAN,Armani Beauty Éclat Highlighter,48.32,1926,1526,85.63,21.49295775,73736.32,136746
La Prairie,Middle East,Jeddah,Luxury Mall,Standalone Pop-Up,3/15/24,4/20/24,36,LE-1DF2F1IP,La Prairie Mirage Highlighter,46.09,1770,745,75.03,20.69444444,34337.05,63720
Charlotte Tilbury,Asia-Pacific,Hong Kong,Art/Design District,Mobile Pop-Up Truck,1/12/25,1/22/25,10,LE-CPUKROF1,Charlotte Tilbury Rouge Blush,59.68,916,2017,94.65,201.7,120374.56,9160
Armani Beauty,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,3/12/25,4/9/25,28,LE-JKBGYM9U,Armani Beauty Opulence Primer,78.68,1855,739,40.9,26.39285714,58144.52,51940
Guerlain,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,5/15/25,6/24/25,40,LE-NDX92EGY,Guerlain Mirage Mascara,33.28,940,2189,57.17,54.725,72849.92,37600
Shiseido,Latin America,Buenos Aires,Airport Duty-Free,Shop-in-Shop,11/13/24,12/17/24,34,LE-VZLNBBT6,Shiseido Mirage Blush,36.01,1201,1114,80.32,32.76470588,40115.14,40834
Charlotte Tilbury,Latin America,Buenos Aires,Airport Duty-Free,Standalone Pop-Up,6/9/24,8/27/24,79,LE-UY3QXSB0,Charlotte Tilbury Pearl Mascara,45.55,1659,2386,57.22,30.20253165,108682.3,131061
Shiseido,Latin America,Bogotá,Airport Duty-Free,Flash Event,11/23/24,1/28/25,66,LE-6NTBOJCZ,Shiseido Rouge Eyeshadow Palette,79.25,1535,2632,87.35,39.87878788,208586,101310
Hourglass,Asia-Pacific,Tokyo,Department Store Atrium,Mobile Pop-Up Truck,3/27/25,5/16/25,50,LE-HGHULPM5,Hourglass Velvet Fragrance,107.73,765,4267,88.91,85.34,459683.91,38250
Dior,Europe,London,Art/Design District,Flash Event,3/14/24,5/5/24,52,LE-1IACO0UH,Dior Velvet Primer,82.87,1116,314,72.69,6.038461538,26021.18,58032
Pat McGrath Labs,Asia-Pacific,Shanghai,Airport Duty-Free,Mobile Pop-Up Truck,11/25/24,2/12/25,79,LE-Z74M2HJ6,Pat McGrath Labs Lumière Foundation,64.11,1508,1614,71.73,20.43037975,103473.54,119132
Huda Beauty,North America,Miami,High-Street,Shop-in-Shop,8/9/24,9/17/24,39,LE-ZID6GJXS,Huda Beauty Éclat Lipstick,52.76,1442,622,75.85,15.94871795,32816.72,56238
Pat McGrath Labs,Middle East,Abu Dhabi,High-Street,Mobile Pop-Up Truck,6/25/24,7/15/24,20,LE-FQ7A7K6S,Pat McGrath Labs Velvet Setting Powder,65.64,2533,2421,82.71,121.05,158914.44,50660
Estée Lauder,Europe,Milan,Luxury Mall,Standalone Pop-Up,11/5/24,12/1/24,26,LE-FNUAT80V,Estée Lauder Mirage Fragrance,270.27,1839,1689,70.52,64.96153846,456486.03,47814
Armani Beauty,North America,Toronto,Department Store Atrium,Shop-in-Shop,10/30/24,1/17/25,79,LE-EQ9XOB2R,Armani Beauty Éclat Setting Powder,51.03,1185,3988,86.75,50.48101266,203507.64,93615
Hourglass,Middle East,Riyadh,Department Store Atrium,Shop-in-Shop,11/24/24,1/16/25,53,LE-XUACR75T,Hourglass Mirage Setting Powder,67.92,1557,1542,51.42,29.09433962,104732.64,82521
Bobbi Brown,North America,Los Angeles,Art/Design District,Shop-in-Shop,7/24/24,10/18/24,86,LE-Z59NE9DF,Bobbi Brown Velvet Lipstick,45.16,989,3138,66.62,36.48837209,141712.08,85054
MAC Cosmetics,Latin America,Lima,Luxury Mall,Standalone Pop-Up,10/22/24,11/1/24,10,LE-TECN0K1K,MAC Cosmetics Satin Fragrance,277.03,1898,709,87.1,70.9,196414.27,18980
Huda Beauty,Middle East,Riyadh,Department Store Atrium,Flash Event,5/20/25,6/23/25,34,LE-QB786QH8,Huda Beauty Lumière Setting Powder,76.55,1280,1251,79.73,36.79411765,95764.05,43520
Givenchy Beauty,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,4/26/25,7/14/25,79,LE-Y2WDQX9D,Givenchy Beauty Pearl Mascara,71.27,1142,2905,75.63,36.7721519,207039.35,90218
Sisley-Paris,North America,Miami,Art/Design District,Standalone Pop-Up,10/18/24,10/23/24,5,LE-6KAWENMQ,Sisley-Paris Pearl Eyeshadow Palette,57.3,1168,488,74.73,97.6,27962.4,5840
YSL Beauty,North America,Unknown,Luxury Mall,Flash Event,5/27/25,8/3/25,68,LE-43LWEKRO,YSL Beauty Éclat Fragrance,226.42,1855,943,59.38,13.86764706,213514.06,126140
Charlotte Tilbury,North America,Los Angeles,Art/Design District,Shop-in-Shop,5/30/25,7/2/25,33,LE-WNAVNUQC,Charlotte Tilbury Rouge Serum,280.61,1046,2769,64.31,83.90909091,777009.09,34518
Dior,Asia-Pacific,Tokyo,Airport Duty-Free,Mobile Pop-Up Truck,3/29/25,5/14/25,46,LE-WINET3TA,Dior Lumière Highlighter,49.09,2085,3656,76.15,79.47826087,179473.04,95910
Armani Beauty,Europe,Paris,High-Street,Shop-in-Shop,7/2/25,7/9/25,7,LE-P4F1T2EG,Armani Beauty Noir Serum,194.92,2240,4085,85.59,583.5714286,796248.2,15680
Dior,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,5/3/25,5/28/25,25,LE-VNO3OWD6,Dior Pearl Foundation,103.75,1953,883,86.4,35.32,91611.25,48825
Bobbi Brown,Middle East,Jeddah,High-Street,Shop-in-Shop,6/23/24,7/9/24,16,LE-IP6NWLWU,Bobbi Brown Noir Blush,52.93,2345,4053,94.23,253.3125,214525.29,37520
Shiseido,Asia-Pacific,Tokyo,Art/Design District,Mobile Pop-Up Truck,12/2/24,2/19/25,79,LE-SPIPF6GY,Shiseido Velvet Primer,43.52,1280,957,78.31,12.11392405,41648.64,101120
Clé de Peau Beauté,Europe,Madrid,High-Street,Standalone Pop-Up,5/11/25,7/18/25,68,LE-5HUJ69CH,Clé de Peau Beauté Pearl Serum,123,1841,1334,52.48,19.61764706,164082,125188
Dior,Latin America,Mexico City,Luxury Mall,Flash Event,5/30/24,7/24/24,55,LE-B7A42QM3,Dior Rouge Serum,276.71,1432,3539,72.76,64.34545455,979276.69,78760
Shiseido,North America,Miami,Department Store Atrium,Shop-in-Shop,2/26/24,3/28/24,31,LE-9BD47V6V,Shiseido Pearl Primer,66.52,949,1329,91.72,42.87096774,88405.08,29419
Huda Beauty,Middle East,Jeddah,Airport Duty-Free,Flash Event,12/12/24,2/25/25,75,LE-KRKJ3RAR,Huda Beauty Velvet Mascara,50.77,1508,1638,87.13,21.84,83161.26,113100
Lancôme,Latin America,Lima,Art/Design District,Shop-in-Shop,11/4/24,1/1/25,58,LE-NY9HNWE0,Lancôme Noir Serum,176.81,911,3699,90.29,63.77586207,654020.19,52838
Hourglass,North America,Toronto,Art/Design District,Shop-in-Shop,3/23/25,6/14/25,83,LE-AHVM3JVU,Hourglass Satin Setting Powder,55.34,1019,2493,84.71,30.03614458,137962.62,84577
Charlotte Tilbury,Asia-Pacific,Hong Kong,Department Store Atrium,Mobile Pop-Up Truck,9/11/24,11/26/24,76,LE-OQ34HNQ1,Charlotte Tilbury Lumière Lipstick,56.98,681,2001,82.72,26.32894737,114016.98,51756
Dior,Asia-Pacific,Singapore,High-Street,Standalone Pop-Up,11/27/24,2/2/25,67,LE-VETF2TL7,Dior Noir Mascara,72.03,1812,280,63.64,4.179104478,20168.4,121404
MAC Cosmetics,Europe,Madrid,Art/Design District,Mall Kiosk,6/27/24,7/27/24,30,LE-7AGU5M6F,MAC Cosmetics Noir Fragrance,199.15,868,865,81.53,28.83333333,172264.75,26040
Givenchy Beauty,Middle East,Doha,Luxury Mall,Standalone Pop-Up,5/27/24,8/23/24,88,LE-JN8KFTRH,Givenchy Beauty Rouge Blush,49.67,1402,3676,92.27,41.77272727,182586.92,123376
Hermès Beauty,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,8/6/24,9/23/24,48,LE-E1BUSDPR,Hermès Beauty Mirage Blush,67.28,2036,3296,66.01,68.66666667,221754.88,97728
Givenchy Beauty,Asia-Pacific,Singapore,Airport Duty-Free,Mobile Pop-Up Truck,11/25/24,12/10/24,15,LE-ME9OICAK,Givenchy Beauty Satin Highlighter,74.08,1063,4552,91.72,303.4666667,337212.16,15945
Valentino Beauty,Latin America,Mexico City,High-Street,Standalone Pop-Up,1/5/25,3/7/25,61,LE-KTAXAWZN,Valentino Beauty Glow Setting Powder,43.51,1690,997,67.87,16.3442623,43379.47,103090
Valentino Beauty,Europe,Paris,Department Store Atrium,Standalone Pop-Up,2/28/24,3/15/24,16,LE-L2Y32FB6,Valentino Beauty Glow Serum,176.22,953,2576,68.04,161,453942.72,15248
Dior,Latin America,Lima,High-Street,Shop-in-Shop,4/17/25,6/3/25,47,LE-8KSZT8BU,Dior Mirage Lipstick,53.81,1591,1013,79.02,21.55319149,54509.53,74777
Dior,Europe,Berlin,Airport Duty-Free,Shop-in-Shop,5/8/24,5/13/24,5,LE-F6HEX2AE,Dior Opulence Serum,138.03,2230,1369,79.32,273.8,188963.07,11150
Fenty Beauty,North America,Toronto,Airport Duty-Free,Standalone Pop-Up,8/8/24,10/13/24,66,LE-YK61H86A,Fenty Beauty Rouge Foundation,99.86,783,387,63.24,5.863636364,38645.82,51678
Armani Beauty,Europe,Paris,High-Street,Flash Event,2/25/24,3/24/24,28,LE-Y87FW8Z3,Armani Beauty Lumière Fragrance,385.12,2081,805,47.8,28.75,310021.6,58268
Dior,North America,Unknown,Airport Duty-Free,Shop-in-Shop,2/18/24,5/2/24,74,LE-JUWHRUAH,Dior Glow Mascara,37.27,1143,632,57.3,8.540540541,23554.64,84582
Estée Lauder,Europe,Madrid,Luxury Mall,Mobile Pop-Up Truck,6/20/24,8/18/24,59,LE-I88DFKIX,Estée Lauder Éclat Mascara,51.56,939,1201,61.37,20.3559322,61923.56,55401
La Prairie,North America,Toronto,Art/Design District,Standalone Pop-Up,1/26/25,4/25/25,89,LE-SUTHZL3Y,La Prairie Mirage Primer,72.45,563,2746,56.21,30.85393258,198947.7,50107
Armani Beauty,Europe,Paris,High-Street,Shop-in-Shop,6/25/25,7/30/25,35,LE-ECYN1KKY,Armani Beauty Pearl Setting Powder,41.69,2393,2431,65.19,69.45714286,101348.39,83755
Valentino Beauty,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,3/20/25,6/3/25,75,LE-QJ8K6N1X,Valentino Beauty Pearl Blush,38.72,1663,2201,71.65,29.34666667,85222.72,124725
Hourglass,Asia-Pacific,Tokyo,High-Street,Flash Event,5/17/24,6/27/24,41,LE-GX2A6ANQ,Hourglass Satin Lipstick,45.52,2669,793,56.12,19.34146341,36097.36,109429
NARS,Europe,Paris,Department Store Atrium,Mall Kiosk,12/14/24,2/12/25,60,LE-XIGR7JNR,NARS Mirage Fragrance,257.17,745,2536,80.15,42.26666667,652183.12,44700
Sisley-Paris,Europe,Berlin,Luxury Mall,Flash Event,6/9/24,7/30/24,51,LE-5SLJUH3J,Sisley-Paris Velvet Blush,31.86,878,2896,100,56.78431373,92266.56,44778
Sisley-Paris,North America,Chicago,Art/Design District,Standalone Pop-Up,7/25/24,8/15/24,21,LE-UACDLFWW,Sisley-Paris Noir Eyeshadow Palette,120.12,1345,2794,66.46,133.047619,335615.28,28245
Givenchy Beauty,Middle East,Abu Dhabi,Art/Design District,Mall Kiosk,12/12/24,2/4/25,54,LE-ER2P8ROG,Givenchy Beauty Glow Setting Powder,59.98,863,216,62.61,4,12955.68,46602
Charlotte Tilbury,North America,Toronto,Department Store Atrium,Mall Kiosk,2/18/24,5/17/24,89,LE-B7F4QQH0,Charlotte Tilbury Satin Foundation,70.26,633,1027,72.84,11.53932584,72157.02,56337
La Prairie,Asia-Pacific,Singapore,Airport Duty-Free,Shop-in-Shop,4/15/25,4/24/25,9,LE-OHV1VLZ7,La Prairie Satin Lipstick,43.3,1931,2744,65.93,304.8888889,118815.2,17379
Bobbi Brown,Middle East,Jeddah,High-Street,Standalone Pop-Up,12/5/24,1/6/25,32,LE-NV7481K4,Bobbi Brown Rouge Lipstick,54.67,1134,2462,52.99,76.9375,134597.54,36288
Fenty Beauty,Asia-Pacific,Seoul,Department Store Atrium,Mobile Pop-Up Truck,4/11/25,5/2/25,21,LE-3T2R8U8G,Fenty Beauty Pearl Mascara,49.45,611,4413,92.89,210.1428571,218222.85,12831
Givenchy Beauty,Middle East,Jeddah,Airport Duty-Free,Flash Event,6/8/25,7/26/25,48,LE-CM1SAJOC,Givenchy Beauty Éclat Foundation,61.98,1847,3242,87.08,67.54166667,200939.16,88656
Givenchy Beauty,Latin America,Buenos Aires,Airport Duty-Free,Mall Kiosk,1/5/25,2/4/25,30,LE-UPTLTTJY,Givenchy Beauty Pearl Foundation,111.54,1365,2839,57.43,94.63333333,316662.06,40950
